"0","0.75","When was the Battle of Gettysburg?","""When was Battle of Gettysburg fought?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?date WHERE {        res:Battle_of_Gettysburg dbo:date ?date .}","""select  ?o    {    <http://dbpedia.org/resource/Battle_of_Gettysburg> <http://dbpedia.org/property/date>  ?o .    }""","[""1863-07-03""^^xsd:date]","[""1863-07-03""^^xsd:date]"
"1","0.5454545454545454","List all the musicals with music by Elton John.","""List all the musics by Elton John""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE {         ?uri rdf:type dbo:Musical .        ?uri dbo:musicBy res:Elton_John .}","""select  ?s    {   ?s <http://dbpedia.org/ontology/musicBy>  <http://dbpedia.org/resource/Elton_John> .    }""","[http://dbpedia.org/resource/Aida_musical, http://dbpedia.org/resource/The_Lion_King_musical, http://dbpedia.org/resource/Billy_Elliot_the_Musical, http://dbpedia.org/resource/Lestat_musical]","[http://dbpedia.org/resource/The_Lion_King_musical, http://dbpedia.org/resource/Billy_Elliot_the_Musical, http://dbpedia.org/resource/Lestat_musical, http://dbpedia.org/resource/Aida_musical]"
"2","0.75","How high is the lighthouse in Colombo?","""How high is Colombo Lighthouse?""","SELECT DISTINCT ?num WHERE {  <http://dbpedia.org/resource/Colombo_Lighthouse> <http://dbpedia.org/ontology/height> ?num . } ","""select  ?o    {    <http://dbpedia.org/resource/Colombo_Lighthouse> <http://dbpedia.org/ontology/height>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    }""","[""29.0""^^xsd:double]","[""29.0""^^xsd:double]"
"3","0.5833333333333334","Who was the wife of U.S. president Lincoln?","""Who was the wife of President of Montenegro?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	res:Abraham_Lincoln dbo:spouse ?uri.}","""select  ?o    {    <http://dbpedia.org/resource/President_of_Montenegro> <http://dbpedia.org/ontology/spouse>  ?o .    }""","[http://dbpedia.org/resource/Mary_Todd_Lincoln]","[]"
"4","1.0","Who is the host of the BBC Wildlife Specials?","""Who is the host of BBC Wildlife Specials?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter> ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter>  ?o .    }""","[http://dbpedia.org/resource/David_Attenborough]","[http://dbpedia.org/resource/David_Attenborough]"
"5","1.0","How much did Pulp Fiction cost?","""How much did Pulp Fiction cost?""","SELECT DISTINCT ?n WHERE {  <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget> ?n . } ","""select  ?o    {    <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget>  ?o .    }""","[""8500000.0""^^http://dbpedia.org/datatype/usDollar]","[""8500000.0""^^http://dbpedia.org/datatype/usDollar]"
"6","0.6666666666666666","In what city is the Heineken brewery?","""What is the city in Auckland City?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Heineken> <http://dbpedia.org/ontology/manufacturer> ?x . ?x <http://dbpedia.org/ontology/locationCity> ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Auckland_City> <http://dbpedia.org/ontology/isPartOf>  ?o .    }""","[http://dbpedia.org/resource/Amsterdam]","[http://dbpedia.org/resource/Auckland_Region]"
"7","1.0","When did Operation Overlord commence?","""When did Operation Overlord commence?""","SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date> ?d . } ","""select  ?o    {    <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date>  ?o .    }""","[""1944-08-25""^^xsd:date]","[""1944-08-25""^^xsd:date]"
"8","0.9","In which city does the Chile Route 68 end?","""in which city does Chile Route 68 end?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd> ?uri . } ","""select  ?o    {    <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd>  ?o .    }""","[http://dbpedia.org/resource/Valpara%C3%ADso]","[http://dbpedia.org/resource/Valpara%C3%ADso]"
"9","1.0","Who developed Slack?","""Who developed Slack?""","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Slack_(software)> . }","""select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Slack_(software)> .    }""","[http://dbpedia.org/resource/Slack_Technologies]","[]"
