"""http://localhost:8080#elevation-2528~8641""","""Give me all elevation  Mount Everest.""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation>  ?o .    }""","""8848.0^^xsd:double""","""8848.0^^xsd:double""","""NPP""","""single"""
"""http://localhost:8080#elevation-2528~8642""","""List all the elevation  Mount Everest.""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation>  ?o .    }""","""8848.0^^xsd:double""","""8848.0^^xsd:double""","""NPP""","""single"""
"""http://localhost:8080#elevation-2528~8643""","""show me all elevation  Mount Everest.""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation>  ?o .    }""","""8848.0^^xsd:double""","""8848.0^^xsd:double""","""NPP""","""single"""
"""http://localhost:8080#elevation-2528~8644""","""What are the elevation  Mount Everest?""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation>  ?o .    }""","""8848.0^^xsd:double""","""8848.0^^xsd:double""","""NPP""","""single"""
"""http://localhost:8080#elevation-2528~8645""","""What is the elevation  Mount Everest?""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation>  ?o .    }""","""8848.0^^xsd:double""","""8848.0^^xsd:double""","""NPP""","""single"""
"""http://localhost:8080#elevation-2528~8646""","""What was the elevation  Mount Everest?""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation>  ?o .    }""","""8848.0^^xsd:double""","""8848.0^^xsd:double""","""NPP""","""single"""
"""http://localhost:8080#elevation-2528~8647""","""What were the elevation  Mount Everest?""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation>  ?o .    }""","""8848.0^^xsd:double""","""8848.0^^xsd:double""","""NPP""","""single"""
"""http://localhost:8080#elevation-2528~8649""","""8848.0^^xsd:double is the elevation  which mountain?""","""select  ?s    {   ?s <http://dbpedia.org/ontology/elevation>  8848.0^^xsd:double .    }""","""http://dbpedia.org/resource/Mount_Everest""","""Mount Everest""","""NPP""","""single"""
"""http://localhost:8080#elevation-2528~8650""","""8848.0^^xsd:double was the elevation  which mountain?""","""select  ?s    {   ?s <http://dbpedia.org/ontology/elevation>  8848.0^^xsd:double .    }""","""http://dbpedia.org/resource/Mount_Everest""","""Mount Everest""","""NPP""","""single"""
"""http://localhost:8080#elevation-2528~8652""","""How many elevation does Mount Everest have?""","""select (COUNT(DISTINCT ?objOfProp) as ?c) WHERE    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation>  ?objOfProp .    }""","""8848.0^^xsd:double""","""8848.0^^xsd:double""","""NPP""","""single"""
"""http://localhost:8080#elevation-2528~8654""","""the elevation  Mount Everest?""","""select  ?o    {    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation>  ?o .    }""","""8848.0^^xsd:double""","""8848.0^^xsd:double""","""NPP""","""single"""
